bank_rssd_id,bank_name,exercise_year,scenario_code,scenario_label,ppnr_amount,total_loan_losses_amount,securities_losses_amount,trading_counterparty_losses_amount,other_losses_amount,total_observed_losses_amount,provision_amount,pretax_net_income_amount,implied_pretax_from_components,pretax_identity_gap
1119794,U.S. Bancorp,2020,30,Supervisory Alternative Severe,16.8,22.1,0,0,0,22.1,20.4,-3.6,-3.599999999999998,-2.220446049250313e-15
4846998,UBS Americas Holding LLC,2020,3,Supervisory Severely Adverse,2.5,1.1,0,1.2,0.1,2.4,1.3,-0.1,-0.1,0
4846998,UBS Americas Holding LLC,2020,3,Supervisory Severely Adverse,2.6,1,0,0,0.1,1.1,1.3,1.2,1.2,0
4846998,UBS Americas Holding LLC,2020,30,Supervisory Alternative Severe,2.4,1,0,1.2,0.1,2.3000000000000003,1.3,-0.2,-0.2000000000000001,8.326672684688674e-17
1120754,Wells Fargo & Company,2020,3,Supervisory Severely Adverse,39.4,59.9,0.6,10.4,1.6,72.5,52,-25.2,-25.200000000000003,3.552713678800501e-15
1120754,Wells Fargo & Company,2020,3,Supervisory Severely Adverse,28.1,50.7,0.8,9.3,2.3,63.099999999999994,43.7,-28.1,-28.000000000000004,-0.09999999999999787
1120754,Wells Fargo & Company,2020,30,Supervisory Alternative Severe,38.9,57.8,0.6,10.4,1.8,70.6,54.2,-28.1,-28.100000000000005,3.552713678800501e-15
NA,33 participating banks,2021,3,Supervisory Severely Adverse,412,463.3,6.1,100,42.7,612.1000000000001,460.8,-197.6,-197.60000000000002,2.842170943040401e-14
1562859,Ally Financial Inc.,2021,3,Supervisory Severely Adverse,6,7.8,0.5,0,0.1,8.4,7.3,-1.9,-1.9,0
1275216,American Express Company,2021,3,Supervisory Severely Adverse,20.4,14,0,0,0,14,15.2,5.1,5.199999999999999,-0.09999999999999964
1245415,BMO Financial Corp.,2021,3,Supervisory Severely Adverse,2.9,6.2,0,0,0,6.2,7,-4.1,-4.1,0
1575569,"BNP Paribas USA, Inc.",2021,3,Supervisory Severely Adverse,1.3,4.8,0,0,0,4.8,5.5,-4.2,-4.2,0
1073757,Bank of America Corporation,2021,3,Supervisory Severely Adverse,28.3,52.5,0.2,12.9,5.3,70.9,53.5,-43.7,-43.599999999999994,-0.10000000000000853
5006575,Barclays US LLC,2021,3,Supervisory Severely Adverse,6,3.5,0,2.7,0,6.2,2.9,0.4,0.3999999999999999,1.1102230246251565e-16
2277860,Capital One Financial Corporation,2021,3,Supervisory Severely Adverse,29.1,36.8,0.1,0,0.5,37.4,36.4,-7.9,-7.899999999999997,-3.552713678800501e-15
1951350,Citigroup Inc.,2021,3,Supervisory Severely Adverse,28.2,43.3,0.7,13.6,3.3,60.9,37.5,-26.9,-26.900000000000002,3.552713678800501e-15
1132449,"Citizens Financial Group, Inc.",2021,3,Supervisory Severely Adverse,5.2,8.8,0.1,0,0.2,9.1,9.6,-4.7,-4.699999999999999,-8.881784197001252e-16
1574834,"Credit Suisse Holdings (USA), Inc.",2021,3,Supervisory Severely Adverse,4.9,0.1,0,4.1,0.2,4.3999999999999995,0,0.6,0.6000000000000008,-7.771561172376096e-16
2816906,DB USA Corporation,2021,3,Supervisory Severely Adverse,2.2,0.7,0.1,1.1,0,1.9,0.8,0.2,0.19999999999999996,5.551115123125783e-17
3846375,Discover Financial Services,2021,3,Supervisory Severely Adverse,15.2,15.3,0.2,0,0,15.5,13.1,1.9,1.8999999999999997,2.220446049250313e-16
1070345,Fifth Third Bancorp,2021,3,Supervisory Severely Adverse,5.5,8,0.1,0,0.1,8.2,8,-2.7,-2.7,0
3232316,HSBC North America Holdings Inc.,2021,3,Supervisory Severely Adverse,-0.1,4.3,0.1,0,0.8,5.199999999999999,4.7,-5.6,-5.699999999999999,0.09999999999999964
1068191,Huntington Bancshares Incorporated,2021,3,Supervisory Severely Adverse,3.8,7,0,0,0.1,7.1,6.8,-3.1,-3.1,0
1039502,JPMorgan Chase & Co.,2021,3,Supervisory Severely Adverse,53.4,64.2,1.2,16.1,12.5,94,64.5,-40.9,-40.900000000000006,7.105427357601002e-15
1068025,KeyCorp,2021,3,Supervisory Severely Adverse,5.1,6.4,0,0,0.5,6.9,6.9,-2.4,-2.3000000000000007,-0.0999999999999992
1037003,M&T Bank Corporation,2021,3,Supervisory Severely Adverse,3.8,7.6,0,0,0.1,7.699999999999999,7.8,-4.2,-4.1,-0.10000000000000053
2162966,Morgan Stanley,2021,3,Supervisory Severely Adverse,23.6,10,0.1,10.6,7.6,28.299999999999997,11.5,-6.2,-6.1999999999999975,-2.6645352591003757e-15
1199611,Northern Trust Corporation,2021,3,Supervisory Severely Adverse,3.7,2.7,0.2,0,0,2.9000000000000004,3.3,0.3,0.20000000000000034,0.09999999999999964
5280254,RBC US Group Holdings LLC,2021,3,Supervisory Severely Adverse,2.4,4.5,0.4,0,0,4.9,5.3,-3.3,-3.3,0
3242838,Regions Financial Corporation,2021,3,Supervisory Severely Adverse,4.7,6,0,0,0.1,6.1,6.4,-1.8,-1.8000000000000003,2.220446049250313e-16
3981856,"Santander Holdings USA, Inc.",2021,3,Supervisory Severely Adverse,7.3,8.8,0,0,0,8.8,5.4,1.8,1.8999999999999995,-0.09999999999999942
1111435,State Street Corporation,2021,3,Supervisory Severely Adverse,5,1.8,0.1,1.5,0,3.4000000000000004,2.1,1.2,1.2999999999999998,-0.09999999999999987
3606542,TD Group US Holdings LLC,2021,3,Supervisory Severely Adverse,6.2,10,0.4,0,0,10.4,9.6,-3.8,-3.7999999999999994,-4.440892098500626e-16
3587146,The Bank of New York Mellon Corporation,2021,3,Supervisory Severely Adverse,9.4,1.5,0.2,2.9,0,4.6,1.7,4.6,4.6,0
1026632,The Charles Schwab Corporation,2021,3,Supervisory Severely Adverse,8.7,1.2,0,0,0,1.2,1.6,7.1,7.1,0
2380443,"The Goldman Sachs Group, Inc.",2021,3,Supervisory Severely Adverse,34.9,18.3,0,20.9,7.8,47,18.9,-12.7,-12.7,0
1069778,"The PNC Financial Services Group, Inc.",2021,3,Supervisory Severely Adverse,9.9,17.9,0.2,0,0.6,18.7,17.2,-8.1,-8.1,0
1074156,Truist Financial Corporation,2021,3,Supervisory Severely Adverse,11.2,16.5,0.4,0,0.3,17.2,16.9,-6.4,-6.3999999999999995,-8.881784197001252e-16
1119794,U.S. Bancorp,2021,3,Supervisory Severely Adverse,17.8,18.2,0,0,0.1,18.3,17.3,0.4,0.4,0
4846998,UBS Americas Holding LLC,2021,3,Supervisory Severely Adverse,4.5,1.5,0,0,0.1,1.6,2,2.4,2.4,0
1120754,Wells Fargo & Company,2021,3,Supervisory Severely Adverse,41.7,53.3,0.9,13.7,2.3,70.19999999999999,53.9,-29.2,-29.099999999999998,-0.10000000000000142
NA,23 participating banks,2022,3,Supervisory Severely Adverse,349,424,5.4,94,18.1,541.5,421.9,-190.4,-190.39999999999998,-2.842170943040401e-14
1245415,BMO Financial Corp.,2022,3,Supervisory Severely Adverse,2.8,6.3,0,0,0,6.3,7.2,-4.4,-4.4,0
1073757,Bank of America Corporation,2022,3,Supervisory Severely Adverse,43.2,54.4,0.2,8.9,2.3,65.8,54.7,-23,-22.900000000000002,-0.09999999999999787
5006575,Barclays US LLC,2022,3,Supervisory Severely Adverse,4.1,4.9,0,2.1,0,7,4.6,-2.6,-2.6,0
2277860,Capital One Financial Corporation,2022,3,Supervisory Severely Adverse,31.2,46,0.2,0,0,46.2,45.5,-14.5,-14.5,0
1951350,Citigroup Inc.,2022,3,Supervisory Severely Adverse,22,47.3,0.6,13.3,1,62.2,42,-34.9,-34.900000000000006,7.105427357601002e-15
1132449,"Citizens Financial Group, Inc.",2022,3,Supervisory Severely Adverse,5.4,11.1,0,0,0,11.1,11.9,-6.6,-6.5,-0.09999999999999964
1574834,"Credit Suisse Holdings (USA), Inc.",2022,3,Supervisory Severely Adverse,-0.8,0,0,2.4,0.2,2.6,0,-3.3,-3.4000000000000004,0.10000000000000053
2816906,DB USA Corporation,2022,3,Supervisory Severely Adverse,-0.4,0.7,0,0.9,0.2,1.8,0.8,-2.3,-2.3000000000000003,4.440892098500626e-16
1039502,JPMorgan Chase & Co.,2022,3,Supervisory Severely Adverse,65.2,72.9,1.7,17.8,4.7,97.10000000000001,71,-30.1,-29.999999999999996,-0.10000000000000497
1037003,M&T Bank Corporation,2022,3,Supervisory Severely Adverse,4.9,9.3,0,0,0,9.3,9.8,-4.9,-4.9,0
2162966,Morgan Stanley,2022,3,Supervisory Severely Adverse,25,10.1,0,12.5,4.8,27.400000000000002,11.3,-3.7,-3.6000000000000005,-0.09999999999999964
1199611,Northern Trust Corporation,2022,3,Supervisory Severely Adverse,3.6,3,0.2,0,0,3.2,3.7,-0.2,-0.3000000000000001,0.10000000000000009
5280254,RBC US Group Holdings LLC,2022,3,Supervisory Severely Adverse,2.5,5.5,0.3,0,0,5.8,6.5,-4.2,-4.3,0.09999999999999964
1111435,State Street Corporation,2022,3,Supervisory Severely Adverse,6.3,1.2,0.1,1.2,0,2.5,1.4,3.6,3.6000000000000005,-4.440892098500626e-16
3606542,TD Group US Holdings LLC,2022,3,Supervisory Severely Adverse,6.8,10.8,0.2,0,0,11,10.5,-3.9,-3.9000000000000004,4.440892098500626e-16
3587146,The Bank of New York Mellon Corporation,2022,3,Supervisory Severely Adverse,8.5,1.6,0.3,1.3,0,3.2,1.8,5.1,5.1000000000000005,-8.881784197001252e-16
1026632,The Charles Schwab Corporation,2022,3,Supervisory Severely Adverse,11.8,1.4,-0.2,0,0,1.2,1.7,10.3,10.3,0
2380443,"The Goldman Sachs Group, Inc.",2022,3,Supervisory Severely Adverse,26.7,19.4,0,21.2,3.6,44.199999999999996,18.5,-16.6,-16.6,0
1069778,"The PNC Financial Services Group, Inc.",2022,3,Supervisory Severely Adverse,14,17.8,0.3,0,0.1,18.200000000000003,17.2,-3.6,-3.599999999999999,-8.881784197001252e-16
1074156,Truist Financial Corporation,2022,3,Supervisory Severely Adverse,11.8,19.1,0.9,0,0.1,20.1,20.3,-9.5,-9.5,0
1119794,U.S. Bancorp,2022,3,Supervisory Severely Adverse,17.9,24.3,0,0,0.1,24.400000000000002,23.3,-5.5,-5.500000000000002,1.7763568394002505e-15
4846998,UBS Americas Holding LLC,2022,3,Supervisory Severely Adverse,1.1,2.7,0,0,0.1,2.8000000000000003,3.4,-2.4,-2.4,0
1120754,Wells Fargo & Company,2022,3,Supervisory Severely Adverse,35.5,54.2,0.4,12.2,0.8,67.6,54.9,-32.9,-32.8,-0.10000000000000142
NA,31 participating banks,2023,3,Supervisory Severely Adverse,413.2,569.5,5.5,91.4,16.2,682.6,570.5,-270.3,-270.40000000000003,0.10000000000002274
1562859,Ally Financial Inc.,2023,3,Supervisory Severely Adverse,7.6,10.7,0.5,0,0.1,11.299999999999999,10.6,-3.5,-3.6,0.10000000000000009
1275216,American Express Company,2023,3,Supervisory Severely Adverse,32.8,23.8,0,0,0,23.8,26.5,6.3,6.299999999999997,2.6645352591003757e-15
1245415,BMO Financial Corp.,2023,3,Supervisory Severely Adverse,2.4,11.1,0,0,0,11.1,12.1,-9.6,-9.7,0.09999999999999964
1073757,Bank of America Corporation,2023,3,Supervisory Severely Adverse,32.3,60.2,0.2,12.1,2,74.5,62.6,-44.6,-44.6,0
5006575,Barclays US LLC,2023,3,Supervisory Severely Adverse,4.4,5.6,0,2.1,0.1,7.799999999999999,4.3,-2.1,-2.0999999999999996,-4.440892098500626e-16
2277860,Capital One Financial Corporation,2023,3,Supervisory Severely Adverse,35.2,52.9,0.3,0,0.1,53.3,52.3,-17.5,-17.499999999999996,-3.552713678800501e-15
1951350,Citigroup Inc.,2023,3,Supervisory Severely Adverse,33.9,52.2,0.5,11.7,1.1,65.5,47.5,-26.9,-26.900000000000002,3.552713678800501e-15
1132449,"Citizens Financial Group, Inc.",2023,3,Supervisory Severely Adverse,4,9.9,0,0,0,9.9,10.7,-6.7,-6.699999999999999,-8.881784197001252e-16
2816906,DB USA Corporation,2023,3,Supervisory Severely Adverse,-1.7,0.7,0,1.1,0.2,2,0.9,-4,-3.9000000000000004,-0.09999999999999964
3846375,Discover Financial Services,2023,3,Supervisory Severely Adverse,22.6,24,0,0,0,24,21.4,1.2,1.2000000000000028,-2.886579864025407e-15
1070345,Fifth Third Bancorp,2023,3,Supervisory Severely Adverse,5.7,9.2,0,0,0,9.2,9.6,-4,-3.8999999999999995,-0.10000000000000053
3232316,HSBC North America Holdings Inc.,2023,3,Supervisory Severely Adverse,-0.3,3.6,0,0,0,3.6,3.8,-4.2,-4.1,-0.10000000000000053
1068191,Huntington Bancshares Incorporated,2023,3,Supervisory Severely Adverse,5.1,7.4,0,0,0,7.4,7.1,-2.1,-2,-0.10000000000000009
1039502,JPMorgan Chase & Co.,2023,3,Supervisory Severely Adverse,69.3,84,1.6,17.6,4.1,107.29999999999998,83.3,-37.5,-37.300000000000004,-0.19999999999999574
1068025,KeyCorp,2023,3,Supervisory Severely Adverse,4.2,7.7,0,0,0,7.7,7.7,-3.6,-3.5,-0.10000000000000009
1037003,M&T Bank Corporation,2023,3,Supervisory Severely Adverse,5.2,9.4,0,0,0,9.4,10,-4.7,-4.8,0.09999999999999964
2162966,Morgan Stanley,2023,3,Supervisory Severely Adverse,22.4,10.1,0.1,11.4,5.3,26.900000000000002,11.3,-5.7,-5.700000000000002,1.7763568394002505e-15
1199611,Northern Trust Corporation,2023,3,Supervisory Severely Adverse,3.2,3.3,0.2,0,0,3.5,4.1,-1,-1.0999999999999994,0.09999999999999942
5280254,RBC US Group Holdings LLC,2023,3,Supervisory Severely Adverse,2.1,7,0.4,0,0,7.4,8,-6.3,-6.300000000000001,8.881784197001252e-16
3242838,Regions Financial Corporation,2023,3,Supervisory Severely Adverse,6.3,7.6,0,0,0,7.6,8.3,-2,-2.000000000000001,8.881784197001252e-16
3981856,"Santander Holdings USA, Inc.",2023,3,Supervisory Severely Adverse,6.2,10.9,0,0,-0.1,10.8,7.8,-1.5,-1.4999999999999996,-4.440892098500626e-16
1111435,State Street Corporation,2023,3,Supervisory Severely Adverse,3.4,1.4,0.1,1.1,0,2.6,1.7,0.5,0.4999999999999998,2.220446049250313e-16
3606542,TD Group US Holdings LLC,2023,3,Supervisory Severely Adverse,6.6,12.4,0.2,0,0,12.6,12,-5.6,-5.6000000000000005,8.881784197001252e-16
3587146,The Bank of New York Mellon Corporation,2023,3,Supervisory Severely Adverse,6.8,1.6,0.3,1.5,0,3.4000000000000004,1.7,3.3,3.3,0
1026632,The Charles Schwab Corporation,2023,3,Supervisory Severely Adverse,7.6,1.4,-0.3,0,0,1.0999999999999999,1.8,6,6.1,-0.09999999999999964
2380443,"The Goldman Sachs Group, Inc.",2023,3,Supervisory Severely Adverse,19.3,19.5,0,18,2.6,40.1,18.9,-20.2,-20.2,0
1069778,"The PNC Financial Services Group, Inc.",2023,3,Supervisory Severely Adverse,12.9,18.5,0.2,0,0.1,18.8,18.3,-5.6,-5.7,0.10000000000000053
1074156,Truist Financial Corporation,2023,3,Supervisory Severely Adverse,13.5,19.9,0.6,0,0.1,20.6,21.3,-8.5,-8.5,0
1119794,U.S. Bancorp,2023,3,Supervisory Severely Adverse,16.3,25.1,0,0,0,25.1,24.3,-8.1,-8,-0.09999999999999964
4846998,UBS Americas Holding LLC,2023,3,Supervisory Severely Adverse,-0.4,2.5,0,0,0.1,2.6,3.1,-3.6,-3.6,0
1120754,Wells Fargo & Company,2023,3,Supervisory Severely Adverse,24.5,55.7,0.4,14.7,0.3,71.1,57.5,-48.5,-48.39999999999999,-0.10000000000000853
NA,22 participating banks,2024,3,Supervisory Severely Adverse,469.3,471.9,4.5,42.4,30.2,549,472.6,-80.4,-80.4,0
1275216,American Express Company,2024,3,Supervisory Severely Adverse,37.4,24.5,0,0,0.2,24.7,27.2,10,10,0
1245415,BMO Financial Corp.,2024,3,Supervisory Severely Adverse,4.3,11,0,0,0,11,12,-7.7,-7.7,0
1073757,Bank of America Corporation,2024,3,Supervisory Severely Adverse,49.6,59,0.4,7.4,3.6,70.39999999999999,61.3,-23,-23.099999999999998,0.09999999999999787
5006575,Barclays US LLC,2024,3,Supervisory Severely Adverse,5.9,5.6,0,1.2,0.3,7.1,4.5,-0.1,-0.09999999999999959,-4.163336342344337e-16
2277860,Capital One Financial Corporation,2024,3,Supervisory Severely Adverse,39.1,53.7,0.3,0,0,54,52.1,-13.3,-13.3,0
1951350,Citigroup Inc.,2024,3,Supervisory Severely Adverse,48.1,52.3,0.5,8.4,3.1,64.3,47.4,-11.3,-11.299999999999997,-3.552713678800501e-15
2816906,DB USA Corporation,2024,3,Supervisory Severely Adverse,-1,0.6,0,1.5,0.2,2.3000000000000003,0.8,-3.5,-3.5,0
1039502,JPMorgan Chase & Co.,2024,3,Supervisory Severely Adverse,92.7,89.6,1.3,10.2,6.4,107.5,89,-14.2,-14.199999999999996,-3.552713678800501e-15
1037003,M&T Bank Corporation,2024,3,Supervisory Severely Adverse,6.2,8.6,0,0,0.1,8.7,9,-2.9,-2.9,0
2162966,Morgan Stanley,2024,3,Supervisory Severely Adverse,27,11.1,0.1,5.4,5.6,22.200000000000003,12.7,3.3,3.200000000000001,0.09999999999999876
1199611,Northern Trust Corporation,2024,3,Supervisory Severely Adverse,4,3.2,0.2,0,0,3.4000000000000004,4,-0.1,-0.2,0.1
5280254,RBC US Group Holdings LLC,2024,3,Supervisory Severely Adverse,1.9,5.3,0.6,0,0,5.8999999999999995,5.7,-4.4,-4.4,0
1111435,State Street Corporation,2024,3,Supervisory Severely Adverse,6.1,1.4,0.1,1,0,2.5,1.7,3.4,3.3,0.10000000000000009
3606542,TD Group US Holdings LLC,2024,3,Supervisory Severely Adverse,4.3,11.5,0.2,0,0,11.7,10.7,-6.6,-6.6,0
3587146,The Bank of New York Mellon Corporation,2024,3,Supervisory Severely Adverse,8.4,1.3,0.2,1.8,0,3.3,1.4,5,5,0
1026632,The Charles Schwab Corporation,2024,3,Supervisory Severely Adverse,11.1,1.6,-0.2,0,0,1.4000000000000001,2.1,9.2,9.2,0
2380443,"The Goldman Sachs Group, Inc.",2024,3,Supervisory Severely Adverse,39.7,20.3,0,0.3,7.5,28.1,20.3,11.7,11.600000000000001,0.09999999999999787
1069778,"The PNC Financial Services Group, Inc.",2024,3,Supervisory Severely Adverse,14.9,16.9,0.1,0,0.1,17.1,16.6,-2,-1.9000000000000012,-0.09999999999999876
1074156,Truist Financial Corporation,2024,3,Supervisory Severely Adverse,14.3,18.1,0.1,0,0.1,18.300000000000004,19.1,-4.9,-5,0.09999999999999964
1119794,U.S. Bancorp,2024,3,Supervisory Severely Adverse,17.6,23.8,0.1,0,0,23.900000000000002,22.5,-5,-4.999999999999998,-1.7763568394002505e-15
4846998,UBS Americas Holding LLC,2024,3,Supervisory Severely Adverse,2.2,2.5,0,0,0,2.5,3.1,-0.9,-0.8999999999999999,-1.1102230246251565e-16
1120754,Wells Fargo & Company,2024,3,Supervisory Severely Adverse,35.3,50,0.5,5.2,2.9,58.6,49.7,-23,-23.000000000000004,3.552713678800501e-15
NA,32 participating banks,2025,3,Supervisory Severely Adverse,719,624.9,6.5,37.1,39.5,708,634.7,1.2,1.199999999999953,4.6851411639181606e-14
1562859,Ally Financial Inc.,2025,3,Supervisory Severely Adverse,7.7,10,0.4,0,0.2,10.6,10.1,-3.1,-2.9999999999999996,-0.10000000000000053
1275216,American Express Company,2025,3,Supervisory Severely Adverse,41.9,26.7,0,0,0,26.7,30.4,11.5,11.5,0
1245415,BMO Financial Corp.,2025,3,Supervisory Severely Adverse,5,10.6,0,0,0,10.6,11.6,-6.7,-6.6,-0.10000000000000053
1073757,Bank of America Corporation,2025,3,Supervisory Severely Adverse,66.2,64.9,0.7,6.6,1.9,74.10000000000001,69.5,-12.5,-12.499999999999998,-1.7763568394002505e-15
5006575,Barclays US LLC,2025,3,Supervisory Severely Adverse,8.6,5.9,0,0.8,0.1,6.8,4.6,3.2,3.1,0.10000000000000009
2277860,Capital One Financial Corporation,2025,3,Supervisory Severely Adverse,64.8,77.7,0.3,0,0.1,78.1,78.3,-13.9,-13.9,0
1951350,Citigroup Inc.,2025,3,Supervisory Severely Adverse,62.3,55,0.6,5.4,4.1,65.1,51,1.3,1.1999999999999975,0.10000000000000253
1132449,"Citizens Financial Group, Inc.",2025,3,Supervisory Severely Adverse,6,8.5,0,0,0,8.5,8.9,-2.9,-2.9000000000000004,4.440892098500626e-16
2816906,DB USA Corporation,2025,3,Supervisory Severely Adverse,-0.5,0.6,0,1,0.2,1.8,0.8,-2.4,-2.5,0.10000000000000009
1070345,Fifth Third Bancorp,2025,3,Supervisory Severely Adverse,8.2,9.1,0,0,0.1,9.2,9.8,-1.6,-1.7000000000000015,0.10000000000000142
1075612,"First Citizens Bancshares, Inc.",2025,3,Supervisory Severely Adverse,6.5,12.7,0.1,0,0.1,12.899999999999999,14.5,-8.2,-8.2,0
3232316,HSBC North America Holdings Inc.,2025,3,Supervisory Severely Adverse,1.8,3.7,0.1,0,0.2,4,4.1,-2.6,-2.6,0
1068191,Huntington Bancshares Incorporated,2025,3,Supervisory Severely Adverse,7.8,8.8,0,0,0.1,8.9,8.9,-1.2,-1.2000000000000006,6.661338147750939e-16
1039502,JPMorgan Chase & Co.,2025,3,Supervisory Severely Adverse,118.6,96.9,1.3,8.9,13.6,120.7,95,-0.3,-0.2000000000000064,-0.0999999999999936
1068025,KeyCorp,2025,3,Supervisory Severely Adverse,5.9,7.8,0,0,0.1,7.8999999999999995,8.2,-2.5,-2.399999999999999,-0.10000000000000098
1037003,M&T Bank Corporation,2025,3,Supervisory Severely Adverse,7.8,9,0,0,0.1,9.1,9.8,-2.2,-2.100000000000001,-0.0999999999999992
2162966,Morgan Stanley,2025,3,Supervisory Severely Adverse,41.9,11.5,0.1,4.4,6.8,22.8,12.9,17.8,17.7,0.10000000000000142
1199611,Northern Trust Corporation,2025,3,Supervisory Severely Adverse,3.6,2.8,0.2,0,0,3,3.3,0.1,0.10000000000000026,-2.498001805406602e-16
5280254,RBC US Group Holdings LLC,2025,3,Supervisory Severely Adverse,4.4,6.4,0.7,0,0,7.1000000000000005,7.4,-3.7,-3.7,0
3242838,Regions Financial Corporation,2025,3,Supervisory Severely Adverse,7,6.4,0.1,0,0,6.5,6.9,0,-3.608224830031759e-16,3.608224830031759e-16
3981856,"Santander Holdings USA, Inc.",2025,3,Supervisory Severely Adverse,7.3,9.7,0,0,0,9.7,7.2,0.1,0.09999999999999964,3.608224830031759e-16
1111435,State Street Corporation,2025,3,Supervisory Severely Adverse,7.4,1.8,0.1,1.1,0,3,2.1,4,4.100000000000001,-0.10000000000000142
4504654,Synchrony Financial,2025,3,Supervisory Severely Adverse,25.5,21.5,0,0,0,21.5,16.7,8.8,8.8,0
3606542,TD Group US Holdings LLC,2025,3,Supervisory Severely Adverse,5.8,11.2,0.2,0,0.3,11.7,10.6,-5.2,-5.3,0.09999999999999964
3587146,The Bank of New York Mellon Corporation,2025,3,Supervisory Severely Adverse,12.6,1.6,0.2,0.6,0,2.4,1.9,10,9.9,0.09999999999999964
1026632,The Charles Schwab Corporation,2025,3,Supervisory Severely Adverse,17.4,1.2,-0.2,0,0,1,1.7,15.9,15.899999999999999,1.7763568394002505e-15
2380443,"The Goldman Sachs Group, Inc.",2025,3,Supervisory Severely Adverse,52.9,22.4,0,4.7,7.8,34.9,23.4,17.1,17,0.10000000000000142
1069778,"The PNC Financial Services Group, Inc.",2025,3,Supervisory Severely Adverse,19.7,17.9,0.1,0,0.2,18.2,18,1.4,1.3999999999999992,6.661338147750939e-16
1074156,Truist Financial Corporation,2025,3,Supervisory Severely Adverse,17.9,20.2,0.1,0,0.1,20.400000000000002,22,-4.3,-4.300000000000001,8.881784197001252e-16
1119794,U.S. Bancorp,2025,3,Supervisory Severely Adverse,23.8,24.4,0.1,0,-0.1,24.4,24.2,-0.5,-0.3999999999999986,-0.10000000000000142
4846998,UBS Americas Holding LLC,2025,3,Supervisory Severely Adverse,5.1,2.3,0,0,0.1,2.4,2.9,2.2,2.0999999999999996,0.10000000000000053
1120754,Wells Fargo & Company,2025,3,Supervisory Severely Adverse,48.2,55.6,1.3,3.7,3.5,64.1,58,-18.2,-18.299999999999997,0.09999999999999787
