bank_rssd_id,bank_name,exercise_year,scenario_code,scenario_label,cet1_actual_ratio,cet1_min_ratio,cet1_depletion_min,total_loan_losses_amount,ppnr_amount,pretax_net_income_amount,ppnr_loss_absorption_ratio,rwa_growth_rate
NA,18 participating bank holding companies,2012,3,Supervisory Severely Adverse,NA,NA,NA,316.6,267.8,-194.1,0.579027027027027,NA
1562859,Ally Financial Inc.,2012,3,Supervisory Severely Adverse,NA,NA,NA,4.5,-3.7,-9.3,-0.7115384615384616,NA
1275216,American Express Company,2012,3,Supervisory Severely Adverse,NA,NA,NA,10.7,15.4,0.8,1.3873873873873874,NA
1074156,BB&T Corporation,2012,3,Supervisory Severely Adverse,NA,NA,NA,5.9,7.1,0.6,1.1639344262295082,NA
1073757,Bank of America Corporation,2012,3,Supervisory Severely Adverse,NA,NA,NA,57.5,24.1,-51.8,0.2848699763593381,NA
2277860,Capital One Financial Corporation,2012,3,Supervisory Severely Adverse,NA,NA,NA,23.6,18.7,-0.8,0.7824267782426777,NA
1951350,Citigroup Inc.,2012,3,Supervisory Severely Adverse,NA,NA,NA,54.6,44,-28.6,0.5670103092783505,NA
1070345,Fifth Third Bancorp,2012,3,Supervisory Severely Adverse,NA,NA,NA,5.3,4.9,-0.3,0.9074074074074076,NA
1039502,JPMorgan Chase & Co.,2012,3,Supervisory Severely Adverse,NA,NA,NA,53.9,45,-32.3,0.5632040050062579,NA
1068025,KeyCorp,2012,3,Supervisory Severely Adverse,NA,NA,NA,3.9,2.5,-2.4,0.5555555555555556,NA
2162966,Morgan Stanley,2012,3,Supervisory Severely Adverse,NA,NA,NA,1.6,1.2,-19.4,0.06,NA
3242838,Regions Financial Corporation,2012,3,Supervisory Severely Adverse,NA,NA,NA,5.4,3.1,-2.2,0.5636363636363636,NA
1111435,State Street Corporation,2012,3,Supervisory Severely Adverse,NA,NA,NA,0.3,3,1.5,2.142857142857143,NA
1131787,"SunTrust Banks, Inc.",2012,3,Supervisory Severely Adverse,NA,NA,NA,7.4,4.6,-4.1,0.5679012345679012,NA
3587146,The Bank of New York Mellon Corporation,2012,3,Supervisory Severely Adverse,NA,NA,NA,1.2,6.8,5.5,4.857142857142858,NA
2380443,"The Goldman Sachs Group, Inc.",2012,3,Supervisory Severely Adverse,NA,NA,NA,2,14.4,-20.5,0.42105263157894746,NA
1069778,"The PNC Financial Services Group, Inc.",2012,3,Supervisory Severely Adverse,NA,NA,NA,10,9.8,-1.4,0.875,NA
1119794,U.S. Bancorp,2012,3,Supervisory Severely Adverse,NA,NA,NA,15.1,21.2,3.6,1.358974358974359,NA
1120754,Wells Fargo & Company,2012,3,Supervisory Severely Adverse,NA,NA,NA,53.8,45.9,-25.7,0.6891891891891893,NA
NA,30 participating bank holding companies,2013,2,Supervisory Adverse,NA,9.3,NA,266.5,444.3,92.4,1.251549295774648,NA
NA,30 participating bank holding companies,2013,3,Supervisory Severely Adverse,NA,7.9,NA,366.1,315.9,-217.1,0.631168831168831,NA
1562859,Ally Financial Inc.,2013,2,Supervisory Adverse,NA,8.8,NA,3.8,5.3,0.8,1.2619047619047619,NA
1562859,Ally Financial Inc.,2013,3,Supervisory Severely Adverse,NA,7.3,NA,5,3.6,-2.7,0.6428571428571429,NA
1275216,American Express Company,2013,2,Supervisory Adverse,NA,13.9,NA,8.9,22.6,11.1,2.539325842696629,NA
1275216,American Express Company,2013,3,Supervisory Severely Adverse,NA,12.9,NA,11.4,20.9,6,1.8333333333333333,NA
1074156,BB&T Corporation,2013,2,Supervisory Adverse,NA,9.3,NA,3.7,9.6,6,2.4615384615384612,NA
1074156,BB&T Corporation,2013,3,Supervisory Severely Adverse,NA,8.1,NA,5.2,7,1.4,1.3207547169811322,NA
1078529,"BBVA Compass Bancshares, Inc.",2013,2,Supervisory Adverse,NA,10.8,NA,1.8,2,0.2,1.0526315789473684,NA
1078529,"BBVA Compass Bancshares, Inc.",2013,3,Supervisory Severely Adverse,NA,8.6,NA,2.6,1.2,-1.8,0.4444444444444444,NA
1245415,BMO Financial Corp.,2013,2,Supervisory Adverse,NA,11.1,NA,2.4,2.4,0,0.923076923076923,NA
1245415,BMO Financial Corp.,2013,3,Supervisory Severely Adverse,NA,8.9,NA,3.3,1.5,-2.1,0.42857142857142855,NA
1073757,Bank of America Corporation,2013,2,Supervisory Adverse,NA,8.5,NA,40,56.2,5.4,1.0293040293040294,NA
1073757,Bank of America Corporation,2013,3,Supervisory Severely Adverse,NA,6.8,NA,54.9,31.4,-49.1,0.40102171136653897,NA
2277860,Capital One Financial Corporation,2013,2,Supervisory Adverse,NA,10,NA,18,25.3,4.5,1.3977900552486187,NA
2277860,Capital One Financial Corporation,2013,3,Supervisory Severely Adverse,NA,8,NA,22.8,21.2,-6,0.9177489177489176,NA
1951350,Citigroup Inc.,2013,2,Supervisory Adverse,NA,11.1,NA,43.4,46,-9.8,0.7692307692307693,NA
1951350,Citigroup Inc.,2013,3,Supervisory Severely Adverse,NA,9.3,NA,55.5,32.5,-45.7,0.4161331626120358,NA
1199844,Comerica Incorporated,2013,2,Supervisory Adverse,NA,10,NA,1.3,1.9,0.7,1.4615384615384615,NA
1199844,Comerica Incorporated,2013,3,Supervisory Severely Adverse,NA,8.4,NA,2.1,1.1,-1.2,0.5238095238095238,NA
3846375,Discover Financial Services,2013,2,Supervisory Adverse,NA,14.2,NA,8.1,12.9,3.2,1.5925925925925928,NA
3846375,Discover Financial Services,2013,3,Supervisory Severely Adverse,NA,12.5,NA,9.5,12,0.6,1.263157894736842,NA
1070345,Fifth Third Bancorp,2013,2,Supervisory Adverse,NA,9.1,NA,3.6,6.4,3.5,1.7297297297297298,NA
1070345,Fifth Third Bancorp,2013,3,Supervisory Severely Adverse,NA,7.9,NA,4.8,4.7,0.1,0.9591836734693879,NA
3232316,HSBC North America Holdings Inc.,2013,2,Supervisory Adverse,NA,11.6,NA,7.7,3,-3.2,0.3658536585365854,NA
3232316,HSBC North America Holdings Inc.,2013,3,Supervisory Severely Adverse,NA,9.4,NA,10,-1.1,-10.7,-0.09821428571428573,NA
1068191,Huntington Bancshares Incorporated,2013,2,Supervisory Adverse,NA,9.4,NA,1.6,2.3,0.4,1.2105263157894735,NA
1068191,Huntington Bancshares Incorporated,2013,3,Supervisory Severely Adverse,NA,7.9,NA,2.1,1.5,-1,0.6521739130434782,NA
1039502,JPMorgan Chase & Co.,2013,2,Supervisory Adverse,NA,7.8,NA,37.6,68.1,15.6,1.2681564245810055,NA
1039502,JPMorgan Chase & Co.,2013,3,Supervisory Severely Adverse,NA,6.5,NA,54.2,48.8,-37.6,0.5987730061349693,NA
1068025,KeyCorp,2013,2,Supervisory Adverse,NA,10.5,NA,2.1,3.8,1.4,1.5833333333333333,NA
1068025,KeyCorp,2013,3,Supervisory Severely Adverse,NA,9.3,NA,2.9,2.5,-1,0.7575757575757576,NA
1037003,M&T Bank Corporation,2013,2,Supervisory Adverse,NA,9,NA,2.9,5.3,1.9,1.7666666666666666,NA
1037003,M&T Bank Corporation,2013,3,Supervisory Severely Adverse,NA,6.7,NA,4,3.9,-0.9,0.951219512195122,NA
2162966,Morgan Stanley,2013,2,Supervisory Adverse,NA,8.4,NA,1.2,1.5,-10.7,0.125,NA
2162966,Morgan Stanley,2013,3,Supervisory Severely Adverse,NA,7.1,NA,1.7,0.4,-17.3,0.023391812865497075,NA
1199611,Northern Trust Corporation,2013,2,Supervisory Adverse,NA,11.1,NA,1.7,3.3,1.3,1.9411764705882353,NA
1199611,Northern Trust Corporation,2013,3,Supervisory Severely Adverse,NA,10.6,NA,2.4,2.7,-0.4,1.1250000000000002,NA
1132449,"RBS Citizens Financial Group, Inc.",2013,2,Supervisory Adverse,NA,12.5,NA,3.7,5,0.8,1.3157894736842104,NA
1132449,"RBS Citizens Financial Group, Inc.",2013,3,Supervisory Severely Adverse,NA,10.7,NA,4.9,3.2,-2.6,0.6153846153846154,NA
3242838,Regions Financial Corporation,2013,2,Supervisory Adverse,NA,10.8,NA,3.8,6,2.4,1.5384615384615385,NA
3242838,Regions Financial Corporation,2013,3,Supervisory Severely Adverse,NA,9.3,NA,5.2,4.3,-1.4,0.8113207547169812,NA
3981856,"Santander Holdings USA, Inc.",2013,2,Supervisory Adverse,NA,8.1,NA,4.9,6.7,0.8,1.3673469387755102,NA
3981856,"Santander Holdings USA, Inc.",2013,3,Supervisory Severely Adverse,NA,6.7,NA,6.4,5.6,-2.4,0.8749999999999999,NA
1111435,State Street Corporation,2013,2,Supervisory Adverse,NA,11.2,NA,0.3,7.5,5.9,5,NA
1111435,State Street Corporation,2013,3,Supervisory Severely Adverse,NA,11.4,NA,0.5,4.8,2.1,1.846153846153846,NA
1131787,"SunTrust Banks, Inc.",2013,2,Supervisory Adverse,NA,10,NA,4.1,8.5,4.2,1.847826086956522,NA
1131787,"SunTrust Banks, Inc.",2013,3,Supervisory Severely Adverse,NA,8.4,NA,5.7,5.8,-1.2,0.8787878787878787,NA
3587146,The Bank of New York Mellon Corporation,2013,2,Supervisory Adverse,NA,13.3,NA,0.6,11.3,10,7.533333333333334,NA
3587146,The Bank of New York Mellon Corporation,2013,3,Supervisory Severely Adverse,NA,13.8,NA,0.8,8.3,6,3.458333333333334,NA
2380443,"The Goldman Sachs Group, Inc.",2013,2,Supervisory Adverse,NA,8.2,NA,1.1,4.7,-15.4,0.23737373737373738,NA
2380443,"The Goldman Sachs Group, Inc.",2013,3,Supervisory Severely Adverse,NA,6.6,NA,1.6,4.9,-23,0.17883211678832117,NA
1069778,"The PNC Financial Services Group, Inc.",2013,2,Supervisory Adverse,NA,8.7,NA,6.9,15.3,8.2,2.0675675675675675,NA
1069778,"The PNC Financial Services Group, Inc.",2013,3,Supervisory Severely Adverse,NA,7.5,NA,10.1,10.8,-1.1,1,NA
1119794,U.S. Bancorp,2013,2,Supervisory Adverse,NA,8.6,NA,11.3,26.6,15,2.2735042735042734,NA
1119794,U.S. Bancorp,2013,3,Supervisory Severely Adverse,NA,7.5,NA,15.6,20.6,3.1,1.2875,NA
1378434,UnionBanCal Corporation,2013,2,Supervisory Adverse,NA,11.1,NA,2,2.3,-0.3,0.9583333333333333,NA
1378434,UnionBanCal Corporation,2013,3,Supervisory Severely Adverse,NA,8.2,NA,3.4,0.8,-3.7,0.2105263157894737,NA
1120754,Wells Fargo & Company,2013,2,Supervisory Adverse,NA,8.8,NA,36.3,71.7,29.7,1.7318840579710149,NA
1120754,Wells Fargo & Company,2013,3,Supervisory Severely Adverse,NA,7.4,NA,55.1,50.7,-20.5,0.7836166924265843,NA
1027004,Zions Bancorporation,2013,2,Supervisory Adverse,NA,7.5,NA,1.7,0.7,-1.1,0.35,NA
1027004,Zions Bancorporation,2013,3,Supervisory Severely Adverse,NA,4.6,NA,2.5,0.2,-2.9,0.07142857142857144,NA
NA,31 participating bank holding companies,2014,2,Supervisory Adverse,NA,9.5,NA,234.9,501.3,177.8,1.594465648854962,NA
NA,31 participating bank holding companies,2014,3,Supervisory Severely Adverse,NA,7.6,NA,340.3,309.6,-222.2,0.6317078147316875,NA
1562859,Ally Financial Inc.,2014,2,Supervisory Adverse,NA,9.4,NA,3.5,4.5,0.1,1.2162162162162162,NA
1562859,Ally Financial Inc.,2014,3,Supervisory Severely Adverse,NA,8,NA,5.1,4.1,-2.5,0.7192982456140351,NA
1275216,American Express Company,2014,2,Supervisory Adverse,13.6,13.4,0.1999999999999993,8.1,25.9,15.1,3.197530864197531,NA
1275216,American Express Company,2014,3,Supervisory Severely Adverse,13.6,13,0.5999999999999996,10.5,23.7,10,2.257142857142857,NA
1074156,BB&T Corporation,2014,2,Supervisory Adverse,NA,9.3,NA,3.9,9.7,5.2,2.4871794871794872,NA
1074156,BB&T Corporation,2014,3,Supervisory Severely Adverse,NA,8.2,NA,6,8,0.7,1.3333333333333333,NA
1078529,"BBVA Compass Bancshares, Inc.",2014,2,Supervisory Adverse,NA,10,NA,2,1.8,-0.4,0.9,NA
1078529,"BBVA Compass Bancshares, Inc.",2014,3,Supervisory Severely Adverse,NA,6.9,NA,3.2,1.1,-2.8,0.3235294117647059,NA
1245415,BMO Financial Corp.,2014,2,Supervisory Adverse,NA,10.5,NA,1.7,2.4,0.9,1.411764705882353,NA
1245415,BMO Financial Corp.,2014,3,Supervisory Severely Adverse,NA,7.4,NA,2.7,1.1,-1.7,0.40740740740740744,NA
1073757,Bank of America Corporation,2014,2,Supervisory Adverse,12,8,4,31,61.6,20.6,1.439252336448598,NA
1073757,Bank of America Corporation,2014,3,Supervisory Severely Adverse,12,7.1,4.9,45.7,34.4,-37.3,0.5036603221083455,NA
2277860,Capital One Financial Corporation,2014,2,Supervisory Adverse,12.7,10.4,2.299999999999999,17.2,23.1,2.9,1.3352601156069364,NA
2277860,Capital One Financial Corporation,2014,3,Supervisory Severely Adverse,12.7,9.4,3.299999999999999,22.2,21.7,-4.4,0.9687499999999999,NA
1951350,Citigroup Inc.,2014,2,Supervisory Adverse,15.1,9.3,5.799999999999999,36,50.9,0.5,0.9864341085271318,NA
1951350,Citigroup Inc.,2014,3,Supervisory Severely Adverse,15.1,6.8,8.3,48.3,29.1,-48.4,0.385430463576159,NA
1132449,"Citizens Financial Group, Inc.",2014,2,Supervisory Adverse,NA,12.3,NA,3.3,4.8,1.4,1.4545454545454546,NA
1132449,"Citizens Financial Group, Inc.",2014,3,Supervisory Severely Adverse,NA,10.9,NA,4.8,3.9,-1.8,0.7647058823529412,NA
1199844,Comerica Incorporated,2014,2,Supervisory Adverse,NA,10.1,NA,1.3,2.8,1.6,2.1538461538461537,NA
1199844,Comerica Incorporated,2014,3,Supervisory Severely Adverse,NA,8.7,NA,2.2,1.7,-0.7,0.7727272727272726,NA
1032473,Deutsche Bank Trust Corporation,2014,2,Supervisory Adverse,NA,30.2,NA,0.5,2.8,2.2,5.6,NA
1032473,Deutsche Bank Trust Corporation,2014,3,Supervisory Severely Adverse,NA,28.6,NA,0.8,1,-0.1,1.25,NA
3846375,Discover Financial Services,2014,2,Supervisory Adverse,NA,14.1,NA,6.8,13.5,5,1.9852941176470589,NA
3846375,Discover Financial Services,2014,3,Supervisory Severely Adverse,NA,13.3,NA,8.3,12.9,2.7,1.5542168674698795,NA
1070345,Fifth Third Bancorp,2014,2,Supervisory Adverse,NA,9,NA,3.4,6.3,3,1.8529411764705883,NA
1070345,Fifth Third Bancorp,2014,3,Supervisory Severely Adverse,NA,7.4,NA,5.2,4.7,-0.8,0.9038461538461539,NA
3232316,HSBC North America Holdings Inc.,2014,2,Supervisory Adverse,16.3,11.1,5.200000000000001,6.1,4.5,-0.7,0.7031250000000001,NA
3232316,HSBC North America Holdings Inc.,2014,3,Supervisory Severely Adverse,16.3,8.9,7.4,8.2,-0.7,-9.1,-0.07777777777777779,NA
1068191,Huntington Bancshares Incorporated,2014,2,Supervisory Adverse,NA,9.7,NA,1.4,2.5,1,1.6666666666666667,NA
1068191,Huntington Bancshares Incorporated,2014,3,Supervisory Severely Adverse,NA,8.7,NA,2,2.2,-0.1,1,NA
1039502,JPMorgan Chase & Co.,2014,2,Supervisory Adverse,11.1,8.8,2.299999999999999,33.1,70.5,21.2,1.4476386036960986,NA
1039502,JPMorgan Chase & Co.,2014,3,Supervisory Severely Adverse,11.1,6.3,4.8,49.7,30.4,-54.8,0.3823899371069182,NA
1068025,KeyCorp,2014,2,Supervisory Adverse,NA,10.5,NA,2,4.1,2,1.8636363636363633,NA
1068025,KeyCorp,2014,3,Supervisory Severely Adverse,NA,9.6,NA,3,3.1,-0.4,0.96875,NA
1037003,M&T Bank Corporation,2014,2,Supervisory Adverse,NA,9.5,NA,3,5.3,1.8,1.7666666666666666,NA
1037003,M&T Bank Corporation,2014,3,Supervisory Severely Adverse,NA,7.5,NA,4.4,4.1,-1.4,0.911111111111111,NA
1378434,MUFG Americas Holdings Corporation,2014,2,Supervisory Adverse,12.7,11.4,1.299999999999999,2.1,2.2,-0.7,0.9166666666666667,NA
1378434,MUFG Americas Holdings Corporation,2014,3,Supervisory Severely Adverse,12.7,8,4.699999999999999,3.8,1.1,-4.4,0.25000000000000006,NA
2162966,Morgan Stanley,2014,2,Supervisory Adverse,15.2,10.7,4.5,1.5,16.6,4.7,1.4561403508771933,NA
2162966,Morgan Stanley,2014,3,Supervisory Severely Adverse,15.2,6.3,8.899999999999999,2.6,4.1,-19,0.18468468468468466,NA
1199611,Northern Trust Corporation,2014,2,Supervisory Adverse,12.8,10.9,1.9000000000000004,1,4.8,3.7,4.8,NA
1199611,Northern Trust Corporation,2014,3,Supervisory Severely Adverse,12.8,10.8,2,1.5,3.2,1.3,2.1333333333333333,NA
3242838,Regions Financial Corporation,2014,2,Supervisory Adverse,NA,10.7,NA,3.6,4.9,1,1.3611111111111112,NA
3242838,Regions Financial Corporation,2014,3,Supervisory Severely Adverse,NA,8.5,NA,5.4,3.7,-2.6,0.6851851851851851,NA
3981856,"Santander Holdings USA, Inc.",2014,2,Supervisory Adverse,NA,12.2,NA,5.1,6.6,1.1,1.2692307692307694,NA
3981856,"Santander Holdings USA, Inc.",2014,3,Supervisory Severely Adverse,NA,10.3,NA,7.2,6.2,-2.1,0.8378378378378379,NA
1111435,State Street Corporation,2014,2,Supervisory Adverse,15,8.7,6.300000000000001,0.4,10.9,9.2,6.8125,NA
1111435,State Street Corporation,2014,3,Supervisory Severely Adverse,15,8.1,6.9,0.6,7,3.3,2,NA
1131787,"SunTrust Banks, Inc.",2014,2,Supervisory Adverse,NA,9.8,NA,4.2,8.7,4.4,1.9333333333333331,NA
1131787,"SunTrust Banks, Inc.",2014,3,Supervisory Severely Adverse,NA,8.2,NA,6.1,6.2,-1,0.911764705882353,NA
3587146,The Bank of New York Mellon Corporation,2014,2,Supervisory Adverse,15.1,12.7,2.4000000000000004,0.9,19.4,16.6,7.461538461538461,NA
3587146,The Bank of New York Mellon Corporation,2014,3,Supervisory Severely Adverse,15.1,12.6,2.5,1.4,11.8,7.2,2.8095238095238098,NA
2380443,"The Goldman Sachs Group, Inc.",2014,2,Supervisory Adverse,15.1,9.2,5.9,1.4,19,4.1,1.292517006802721,NA
2380443,"The Goldman Sachs Group, Inc.",2014,3,Supervisory Severely Adverse,15.1,5.8,9.3,2.2,2.4,-24.1,0.0923076923076923,NA
1069778,"The PNC Financial Services Group, Inc.",2014,2,Supervisory Adverse,11.1,9.5,1.5999999999999996,6.1,15.8,9.3,2.393939393939394,NA
1069778,"The PNC Financial Services Group, Inc.",2014,3,Supervisory Severely Adverse,11.1,8.4,2.6999999999999993,9.6,11.5,-0.2,1.0952380952380953,NA
1119794,U.S. Bancorp,2014,2,Supervisory Adverse,9.7,8.8,0.8999999999999986,10.8,27.1,15.8,2.509259259259259,NA
1119794,U.S. Bancorp,2014,3,Supervisory Severely Adverse,9.7,8.1,1.5999999999999996,16.2,22.8,4.7,1.3987730061349692,NA
1120754,Wells Fargo & Company,2014,2,Supervisory Adverse,11.1,8.4,2.6999999999999993,32,66.5,25.5,1.6708542713567838,NA
1120754,Wells Fargo & Company,2014,3,Supervisory Severely Adverse,11.1,6.9,4.199999999999999,48.8,42.7,-29.3,0.6640746500777606,NA
1027004,Zions Bancorporation,2014,2,Supervisory Adverse,NA,10.3,NA,1.6,1.5,-0.2,0.8823529411764705,NA
1027004,Zions Bancorporation,2014,3,Supervisory Severely Adverse,NA,6,NA,2.6,0.6,-2.9,0.19999999999999998,NA
NA,33 participating bank holding companies,2015,2,Supervisory Adverse,12.3,10.5,1.8000000000000007,252,474.8,141.6,1.4645280690931524,0.11234901147460682
NA,33 participating bank holding companies,2015,3,Supervisory Severely Adverse,12.3,8.4,3.9000000000000004,384.9,383.6,-195,0.728584995251662,0.09620535481652097
1562859,Ally Financial Inc.,2015,2,Supervisory Adverse,9.2,8.1,1.0999999999999996,4.1,5.4,0.1,1.2272727272727275,0.10088365243004409
1562859,Ally Financial Inc.,2015,3,Supervisory Severely Adverse,9.2,6.1,3.0999999999999996,6.1,4.8,-3.2,0.7272727272727273,0.08026509572901308
1275216,American Express Company,2015,2,Supervisory Adverse,12.4,11.7,0.7000000000000011,8.1,20.1,10.8,2.421686746987952,0.02884615384615389
1275216,American Express Company,2015,3,Supervisory Severely Adverse,12.4,11.4,1,10.6,19.2,6.2,1.7454545454545454,0.026627218934911413
1074156,BB&T Corporation,2015,2,Supervisory Adverse,10.3,8.9,1.4000000000000004,4.5,8.6,3.6,1.911111111111111,0.13745498199279715
1074156,BB&T Corporation,2015,3,Supervisory Severely Adverse,10.3,6.9,3.4000000000000004,7.7,7,-2.2,0.9090909090909091,0.13025210084033625
1078529,"BBVA Compass Bancshares, Inc.",2015,2,Supervisory Adverse,10.7,9.1,1.5999999999999996,2,1.6,-0.4,0.8,0.09011627906976749
1078529,"BBVA Compass Bancshares, Inc.",2015,3,Supervisory Severely Adverse,10.7,6.5,4.199999999999999,3.4,1.1,-2.8,0.3235294117647059,0.07267441860465117
1245415,BMO Financial Corp.,2015,2,Supervisory Adverse,11.9,8.5,3.4000000000000004,2.6,1.5,-1.4,0.5769230769230769,0.08524590163934423
1245415,BMO Financial Corp.,2015,3,Supervisory Severely Adverse,11.9,5.9,6,4,0.9,-3.9,0.225,0.055737704918032725
1025608,BancWest Corporation,2015,2,Supervisory Adverse,12.3,11.2,1.1000000000000014,2.7,3,-0.1,1.111111111111111,0.0936639118457302
1025608,BancWest Corporation,2015,3,Supervisory Severely Adverse,12.3,8.6,3.700000000000001,4.5,2.7,-2.8,0.6000000000000001,0.08264462809917356
1073757,Bank of America Corporation,2015,2,Supervisory Adverse,11.6,10.5,1.0999999999999996,35.8,61.8,16.6,1.352297592997812,0.11366065702273213
1073757,Bank of America Corporation,2015,3,Supervisory Severely Adverse,11.6,8.1,3.5,53.7,45.7,-36.3,0.5966057441253263,0.08501389581700275
2277860,Capital One Financial Corporation,2015,2,Supervisory Adverse,11.1,9.8,1.299999999999999,20.4,27.1,4.6,1.3219512195121952,0.09070380127963878
2277860,Capital One Financial Corporation,2015,3,Supervisory Severely Adverse,11.1,8.2,2.9000000000000004,26.7,26,-4.6,0.9701492537313433,0.08581106511102753
1951350,Citigroup Inc.,2015,2,Supervisory Adverse,15.3,11.3,4,32.5,53.1,9,1.198645598194131,0.10722754017739519
1951350,Citigroup Inc.,2015,3,Supervisory Severely Adverse,15.3,9.2,6.100000000000001,45.8,43.7,-27.6,0.6502976190476191,0.08061824888030206
1132449,"Citizens Financial Group, Inc.",2015,2,Supervisory Adverse,11.7,10.8,0.8999999999999986,3.2,4.2,0.8,1.3125,0.09114811568799304
1132449,"Citizens Financial Group, Inc.",2015,3,Supervisory Severely Adverse,11.7,8.8,2.8999999999999986,5,3.4,-2.5,0.653846153846154,0.07537248028045582
1199844,Comerica Incorporated,2015,2,Supervisory Adverse,10.5,10,0.5,1.2,1.9,0.8,1.5833333333333333,0.08751793400286935
1199844,Comerica Incorporated,2015,3,Supervisory Severely Adverse,10.5,8.3,2.1999999999999993,2.3,1.3,-1.1,0.5652173913043479,0.07317073170731699
1032473,Deutsche Bank Trust Corporation,2015,2,Supervisory Adverse,34.1,31.9,2.200000000000003,0.4,0.7,0.2,1.7499999999999998,0.08675799086758001
1032473,Deutsche Bank Trust Corporation,2015,3,Supervisory Severely Adverse,34.1,30.1,4,0.8,0.5,-0.4,0.625,0.07762557077625584
3846375,Discover Financial Services,2015,2,Supervisory Adverse,13.9,12.9,1,7.4,13.3,4.4,1.7972972972972974,0.09102902374670192
3846375,Discover Financial Services,2015,3,Supervisory Severely Adverse,13.9,11.9,2,9.3,13,1.7,1.3978494623655913,0.07783641160949877
1070345,Fifth Third Bancorp,2015,2,Supervisory Adverse,9.8,9,0.8000000000000007,3.4,5.2,1.9,1.5294117647058825,0.09892827699917572
1070345,Fifth Third Bancorp,2015,3,Supervisory Severely Adverse,9.8,6.8,3.000000000000001,5.5,4,-2.1,0.7272727272727273,0.08573784006595211
3232316,HSBC North America Holdings Inc.,2015,2,Supervisory Adverse,15.7,10.2,5.5,3.5,1,-3.7,0.20833333333333334,0.07084309133489458
3232316,HSBC North America Holdings Inc.,2015,3,Supervisory Severely Adverse,15.7,9.1,6.6,5.4,-1.2,-8.8,-0.16901408450704222,0.0403981264637001
1068191,Huntington Bancshares Incorporated,2015,2,Supervisory Adverse,9.8,7.7,2.1000000000000005,2,2.8,0.4,1.4,0.4195205479452056
1068191,Huntington Bancshares Incorporated,2015,3,Supervisory Severely Adverse,9.8,5,4.800000000000001,3.1,2.2,-1.6,0.6875,0.3955479452054795
1039502,JPMorgan Chase & Co.,2015,2,Supervisory Adverse,12,10.6,1.4000000000000004,33.9,78.8,29.5,1.6114519427402862,0.10195864328123941
1039502,JPMorgan Chase & Co.,2015,3,Supervisory Severely Adverse,12,8.3,3.6999999999999993,53.4,64.9,-30.5,0.7325056433408579,0.0941786664846789
1068025,KeyCorp,2015,2,Supervisory Adverse,10.9,8.8,2.0999999999999996,2.5,4,1.3,1.5384615384615383,0.41222222222222216
1068025,KeyCorp,2015,3,Supervisory Severely Adverse,10.9,6.4,4.5,4.1,3.1,-1.7,0.7560975609756099,0.38777777777777783
1037003,M&T Bank Corporation,2015,2,Supervisory Adverse,11.1,9.6,1.5,3.2,4,0.6,1.25,0.08447729672650475
1037003,M&T Bank Corporation,2015,3,Supervisory Severely Adverse,11.1,6.9,4.199999999999999,5.2,3.1,-2.9,0.5961538461538461,0.07286166842661025
1378434,MUFG Americas Holdings Corporation,2015,2,Supervisory Adverse,13.6,12.5,1.0999999999999996,1.7,1.9,-0.1,0.95,0.16666666666666663
1378434,MUFG Americas Holdings Corporation,2015,3,Supervisory Severely Adverse,13.6,10.1,3.5,3.4,1.2,-3.3,0.3076923076923077,0.1529535864978903
2162966,Morgan Stanley,2015,2,Supervisory Adverse,16.4,12.7,3.6999999999999993,2,11.9,-0.1,1.0347826086956522,0.09975199779553609
2162966,Morgan Stanley,2015,3,Supervisory Severely Adverse,16.4,9.1,7.299999999999999,3.3,7.8,-12.5,0.4020618556701031,0.11049875998897775
1199611,Northern Trust Corporation,2015,2,Supervisory Adverse,10.8,10.5,0.3000000000000007,0.9,3.2,2.2,3.555555555555556,0.0851351351351351
1199611,Northern Trust Corporation,2015,3,Supervisory Severely Adverse,10.8,9.6,1.200000000000001,1.6,2.4,0.4,1.4999999999999998,0.0702702702702703
3242838,Regions Financial Corporation,2015,2,Supervisory Adverse,10.9,9.6,1.3000000000000007,3.2,4,0.7,1.25,0.08617424242424251
3242838,Regions Financial Corporation,2015,3,Supervisory Severely Adverse,10.9,7.3,3.6000000000000005,5.2,3.1,-2.8,0.5961538461538461,0.0729166666666667
3981856,"Santander Holdings USA, Inc.",2015,2,Supervisory Adverse,12,12.2,-0.1999999999999993,4.9,6.9,3.5,1.3800000000000001,0.10322580645161293
3981856,"Santander Holdings USA, Inc.",2015,3,Supervisory Severely Adverse,12,11.8,0.1999999999999993,7.1,6.3,-0.2,0.8630136986301371,0.08110599078341012
1111435,State Street Corporation,2015,2,Supervisory Adverse,13,10.6,2.4000000000000004,0.2,4.9,3.7,4.454545454545454,0.06986444212721572
1111435,State Street Corporation,2015,3,Supervisory Severely Adverse,13,9.6,3.4000000000000004,0.4,2.9,0.6,1.2608695652173914,0.05735140771637122
1131787,"SunTrust Banks, Inc.",2015,2,Supervisory Adverse,10,9.2,0.8000000000000007,4,6.9,2.6,1.5681818181818181,0.10430563978168579
1131787,"SunTrust Banks, Inc.",2015,3,Supervisory Severely Adverse,10,7.5,2.5,6.4,5.1,-2.4,0.7499999999999999,0.09338993329290482
3606542,TD Group US Holdings LLC,2015,2,Supervisory Adverse,13.1,11.7,1.4000000000000004,5.8,5.5,-1,0.9482758620689655,0.2593769866497138
