bank_rssd_id,bank_name,exercise_year,exercise_quarter,exercise_name_std,scenario_code,scenario_label,cet1_actual_ratio,cet1_end_ratio,cet1_min_ratio,tier1_actual_ratio,tier1_end_ratio,tier1_min_ratio,total_capital_actual_ratio,total_capital_end_ratio,total_capital_min_ratio,tier1_leverage_actual_ratio,tier1_leverage_end_ratio,tier1_leverage_min_ratio,supp_leverage_actual_ratio,supp_leverage_end_ratio,supp_leverage_min_ratio,rwa_actual_amount,rwa_end_amount,total_loan_losses_amount,total_loan_losses_rate,ppnr_amount,ppnr_rate,provision_amount,pretax_net_income_amount,pretax_net_income_rate,net_interest_income_amount,noninterest_income_amount,noninterest_expense_amount,other_revenue_amount,securities_losses_amount,trading_counterparty_losses_amount,other_losses_amount,aoci_actual_amount,aoci_end_amount,cet1_depletion_end,cet1_depletion_min,tier1_depletion_end,tier1_depletion_min,total_capital_depletion_end,total_capital_depletion_min,leverage_depletion_end,leverage_depletion_min,rwa_change_amount,rwa_growth_rate,total_market_operational_losses_amount,total_observed_losses_amount,ppnr_loss_absorption_ratio,provision_to_loan_loss_ratio,pretax_income_to_ppnr_ratio,loan_loss_burden_on_ppnr,observed_loss_burden_on_ppnr,aoci_change_amount
3606542,TD Group US Holdings LLC,2015,12/31/2015,DFAST 2016,2,Supervisory Adverse,13.1,11.8,11.7,13.2,11.8,11.8,14.3,13,13,8.3,7,6.9,NA,NA,NA,157.3,198.1,5.8,4,5.5,1.7,6.4,-1,-0.3,NA,NA,NA,0,0,0,0,0,-0.4,1.299999999999999,1.4000000000000004,1.3999999999999986,1.3999999999999986,1.3000000000000007,1.3000000000000007,1.3000000000000007,1.4000000000000004,40.79999999999998,0.2593769866497138,0,5.8,0.9482758620689655,1.103448275862069,-0.18181818181818182,1.0545454545454545,1.0545454545454545,-0.4
3606542,TD Group US Holdings LLC,2015,12/31/2015,DFAST 2016,3,Supervisory Severely Adverse,13.1,8.4,8.4,13.2,8.4,8.4,14.3,9.8,9.8,8.3,5,5,NA,NA,NA,157.3,191.5,9.3,6.5,4.3,1.4,11.1,-6.9,-2.2,NA,NA,NA,0,0.1,0,0,0,-0.2,4.699999999999999,4.699999999999999,4.799999999999999,4.799999999999999,4.5,4.5,3.3000000000000007,3.3000000000000007,34.19999999999999,0.2174189446916719,0.1,9.4,0.45744680851063824,1.193548387096774,-1.6046511627906979,2.162790697674419,2.1860465116279073,-0.2
3587146,The Bank of New York Mellon Corporation,2015,12/31/2015,DFAST 2016,2,Supervisory Adverse,11.5,12.4,11.3,13.1,14.3,12.8,13.5,14.6,13.2,6,6.3,5.8,NA,NA,NA,159.9,171.9,1.3,1.9,12.7,3,1.6,10.3,2.5,NA,NA,NA,0,0,0.6,0,-2,-2.9,-0.9000000000000004,0.1999999999999993,-1.200000000000001,0.29999999999999893,-1.0999999999999996,0.3000000000000007,-0.2999999999999998,0.20000000000000018,12,0.07504690431519699,0.6,1.9,6.684210526315789,1.2307692307692308,0.8110236220472442,0.10236220472440946,0.14960629921259844,-0.8999999999999999
3587146,The Bank of New York Mellon Corporation,2015,12/31/2015,DFAST 2016,3,Supervisory Severely Adverse,11.5,11.2,10.5,13.1,13.1,12.2,13.5,13.6,12.7,6,5.9,5.5,NA,NA,NA,159.9,169.6,2.1,3.2,9.2,2.2,2.6,4.9,1.2,NA,NA,NA,0,0.1,1.5,0,-2,-1.8,0.3000000000000007,1,0,0.9000000000000004,-0.09999999999999964,0.8000000000000007,0.09999999999999964,0.5,9.699999999999989,0.060662914321450837,1.6,3.7,2.486486486486486,1.2380952380952381,0.532608695652174,0.2282608695652174,0.4021739130434783,0.19999999999999996
2380443,"The Goldman Sachs Group, Inc.",2015,12/31/2015,DFAST 2016,2,Supervisory Adverse,13.6,11.9,11.4,15.6,12.6,12.6,18.7,15.3,15.3,9.3,7.5,7.4,NA,NA,NA,524.1,575.4,2.9,4.1,16,1.8,3.3,-0.5,-0.1,NA,NA,NA,0,0,10.1,3.1,-0.6,-0.7,1.6999999999999993,2.1999999999999993,3,3,3.3999999999999986,3.3999999999999986,1.8000000000000007,1.9000000000000004,51.299999999999955,0.09788208357183735,13.2,16.1,0.9937888198757763,1.1379310344827587,-0.03125,0.18125,1.00625,-0.09999999999999998
2380443,"The Goldman Sachs Group, Inc.",2015,12/31/2015,DFAST 2016,3,Supervisory Severely Adverse,13.6,10.2,8.4,15.6,11.5,9.8,18.7,14.3,12.6,9.3,6.9,6.3,NA,NA,NA,524.1,567.1,4.8,6.8,12.1,1.4,5.7,-15.4,-1.7,NA,NA,NA,0,0,18,3.9,-0.6,-0.7,3.4000000000000004,5.199999999999999,4.1,5.799999999999999,4.399999999999999,6.1,2.4000000000000004,3.000000000000001,43,0.08204541118107231,21.9,26.7,0.45318352059925093,1.1875,-1.2727272727272727,0.39669421487603307,2.206611570247934,-0.09999999999999998
1069778,"The PNC Financial Services Group, Inc.",2015,12/31/2015,DFAST 2016,2,Supervisory Adverse,10.6,9.2,9.2,12,10.3,10.3,14.6,12.1,12.1,10.2,8.7,8.7,NA,NA,NA,295.9,327.6,7.1,3.3,13.4,3.5,7.2,5.9,1.6,NA,NA,NA,0,0.1,0,0.2,-0.2,-0.6,1.4000000000000004,1.4000000000000004,1.6999999999999993,1.6999999999999993,2.5,2.5,1.5,1.5,31.700000000000045,0.10713078742818535,0.30000000000000004,7.3999999999999995,1.810810810810811,1.0140845070422535,0.44029850746268656,0.5298507462686567,0.5522388059701492,-0.39999999999999997
1069778,"The PNC Financial Services Group, Inc.",2015,12/31/2015,DFAST 2016,3,Supervisory Severely Adverse,10.6,7.6,7.6,12,8.7,8.7,14.6,11,11,10.2,7.4,7.4,NA,NA,NA,295.9,321.6,11.4,5.3,10.8,2.9,13,-2.6,-0.7,NA,NA,NA,0,0.2,0,0.2,-0.2,0.4,3,3,3.3000000000000007,3.3000000000000007,3.5999999999999996,3.5999999999999996,2.799999999999999,2.799999999999999,25.700000000000045,0.0868536667793175,0.4,11.799999999999999,0.9152542372881357,1.1403508771929824,-0.24074074074074073,1.0555555555555556,1.0925925925925923,0.6000000000000001
1119794,U.S. Bancorp,2015,12/31/2015,DFAST 2016,2,Supervisory Adverse,9.6,9.1,9,11.3,10.6,10.5,13.3,12.4,12.4,9.5,8.9,8.9,NA,NA,NA,341.4,377.3,12,4.4,24.6,5.5,12.5,12,2.7,NA,NA,NA,0,0,0,0,-0.4,-1.1,0.5,0.5999999999999996,0.7000000000000011,0.8000000000000007,0.9000000000000004,0.9000000000000004,0.5999999999999996,0.5999999999999996,35.900000000000034,0.1051552431165789,0,12,2.0500000000000003,1.0416666666666667,0.4878048780487805,0.4878048780487805,0.4878048780487805,-0.7000000000000001
1119794,U.S. Bancorp,2015,12/31/2015,DFAST 2016,3,Supervisory Severely Adverse,9.6,7.5,7.5,11.3,8.9,8.9,13.3,10.8,10.8,9.5,7.6,7.6,NA,NA,NA,341.4,371.7,18.9,7,21.4,4.9,21.5,-0.2,-0.1,NA,NA,NA,0,0,0,0,-0.4,0.2,2.0999999999999996,2.0999999999999996,2.4000000000000004,2.4000000000000004,2.5,2.5,1.9000000000000004,1.9000000000000004,30.30000000000001,0.0887521968365554,0,18.9,1.1322751322751323,1.1375661375661377,-0.009345794392523366,0.883177570093458,0.883177570093458,0.6000000000000001
1120754,Wells Fargo & Company,2015,12/31/2015,DFAST 2016,2,Supervisory Adverse,11.1,9.1,9.1,12.6,10.6,10.6,15.8,13.2,13.2,9.4,8,8,NA,NA,NA,1303.1,1467.2,31.2,3.2,63.8,3.3,32.5,23.8,1.2,NA,NA,NA,0,2,4,1.6,-0.2,-4,2,2,2,2,2.6000000000000014,2.6000000000000014,1.4000000000000004,1.4000000000000004,164.10000000000014,0.125930473486302,7.6,38.800000000000004,1.6443298969072162,1.0416666666666667,0.3730407523510972,0.4890282131661442,0.6081504702194358,-3.8
1120754,Wells Fargo & Company,2015,12/31/2015,DFAST 2016,3,Supervisory Severely Adverse,11.1,7.2,7.2,12.6,8.7,8.7,15.8,11.7,11.7,9.4,6.6,6.6,NA,NA,NA,1303.1,1455.3,51.8,5.4,51,2.7,60.5,-25.2,-1.3,NA,NA,NA,0,4.6,9.7,1.4,-0.2,-1,3.8999999999999995,3.8999999999999995,3.9000000000000004,3.9000000000000004,4.100000000000001,4.100000000000001,2.8000000000000007,2.8000000000000007,152.20000000000005,0.11679840380630807,15.7,67.5,0.7555555555555555,1.167953667953668,-0.4941176470588235,1.0156862745098039,1.3235294117647058,-0.8
1027004,Zions Bancorporation,2015,12/31/2015,DFAST 2016,2,Supervisory Adverse,12.2,10,10,14.1,11.7,11.7,16.1,13.2,13.2,11.3,9.2,9.2,NA,NA,NA,46.7,51,1.5,3.5,1.1,1.7,1.4,-0.4,-0.6,NA,NA,NA,0,0,0,0,0,0,2.1999999999999993,2.1999999999999993,2.4000000000000004,2.4000000000000004,2.900000000000002,2.900000000000002,2.1000000000000014,2.1000000000000014,4.299999999999997,0.09207708779443248,0,1.5,0.7333333333333334,0.9333333333333332,-0.36363636363636365,1.3636363636363635,1.3636363636363635,0
1027004,Zions Bancorporation,2015,12/31/2015,DFAST 2016,3,Supervisory Severely Adverse,12.2,6.6,6.6,14.1,8.3,8.3,16.1,10.1,10.1,11.3,6.5,6.5,NA,NA,NA,46.7,49.8,2.6,6.3,0.7,1.1,3,-2.3,-3.7,NA,NA,NA,0,0,0,0,0,0,5.6,5.6,5.799999999999999,5.799999999999999,6.000000000000002,6.000000000000002,4.800000000000001,4.800000000000001,3.0999999999999943,0.06638115631691636,0,2.6,0.2692307692307692,1.1538461538461537,-3.2857142857142856,3.714285714285715,3.714285714285715,0
NA,34 participating bank holding companies,2016,12/31/2016,DFAST 2017,2,Supervisory Adverse,12.5,11.2,10.7,13.9,12.6,12.2,16.5,14.8,14.6,9.2,8.2,8,NA,6.3,6.1,9745.3,10857.8,257.4,3.9,540.9,3.3,263.8,214.3,1.3,NA,NA,NA,1.6,3,46.4,14.9,-50.6,-80.4,1.3000000000000007,1.8000000000000007,1.3000000000000007,1.700000000000001,1.6999999999999993,1.9000000000000004,1,1.1999999999999993,1112.5,0.11415759391706773,64.3,321.69999999999993,1.6813801678582534,1.024864024864025,0.39619153263080054,0.475873544093178,0.5947494915880939,-29.800000000000004
NA,34 participating bank holding companies,2016,12/31/2016,DFAST 2017,3,Supervisory Severely Adverse,12.5,9.4,9.2,13.9,10.8,10.6,16.5,13.3,13.3,9.2,7,7,NA,5.5,5.4,9745.3,10548,383.1,5.8,417.6,2.6,420.9,-111.3,-0.7,NA,NA,NA,1.6,5.2,86,18.3,-50.6,-57.4,3.0999999999999996,3.3000000000000007,3.0999999999999996,3.3000000000000007,3.1999999999999993,3.1999999999999993,2.1999999999999993,2.1999999999999993,802.7000000000007,0.08236791068515087,109.5,492.6,0.8477466504263094,1.0986687548942833,-0.2665229885057471,0.9173850574712644,1.1795977011494252,-6.799999999999997
1562859,Ally Financial Inc.,2016,12/31/2016,DFAST 2017,2,Supervisory Adverse,9.4,8.6,8.4,10.9,10.2,10.1,12.6,12.1,12,9.5,8.8,8.8,NA,NA,NA,138.5,155,4.5,3.6,6.3,3.6,5.3,0.6,0.4,NA,NA,NA,0,0.3,0,0,0,0,0.8000000000000007,1,0.7000000000000011,0.8000000000000007,0.5,0.5999999999999996,0.6999999999999993,0.6999999999999993,16.5,0.11913357400722022,0.3,4.8,1.3125,1.1777777777777778,0.09523809523809523,0.7142857142857143,0.7619047619047619,0
1562859,Ally Financial Inc.,2016,12/31/2016,DFAST 2017,3,Supervisory Severely Adverse,9.4,6.5,6.5,10.9,8.1,8.1,12.6,10.1,10.1,9.5,7,7,NA,NA,NA,138.5,150.1,6.5,5.2,5.1,3,7.7,-3.1,-1.8,NA,NA,NA,0,0.5,0,0,0,0,2.9000000000000004,2.9000000000000004,2.8000000000000007,2.8000000000000007,2.5,2.5,2.5,2.5,11.599999999999994,0.08375451263537902,0.5,7,0.7285714285714285,1.1846153846153846,-0.607843137254902,1.2745098039215688,1.3725490196078431,0
1275216,American Express Company,2016,12/31/2016,DFAST 2017,2,Supervisory Adverse,12.3,12.9,11.7,13.5,14,12.9,15.2,15.6,14.6,11.6,11.9,11,NA,10.2,9.8,131,147.3,8.3,6.9,20.5,12,10.6,9.9,5.8,NA,NA,NA,0,0,0,0,-2.6,-2.8,-0.5999999999999996,0.6000000000000014,-0.5,0.5999999999999996,-0.40000000000000036,0.5999999999999996,-0.3000000000000007,0.5999999999999996,16.30000000000001,0.12442748091603062,0,8.3,2.469879518072289,1.2771084337349397,0.4829268292682927,0.40487804878048783,0.40487804878048783,-0.19999999999999973
1275216,American Express Company,2016,12/31/2016,DFAST 2017,3,Supervisory Severely Adverse,12.3,10.8,10.6,13.5,11.9,11.7,15.2,13.6,13.4,11.6,10.3,10.3,NA,8.9,8.9,131,145,10.9,9.1,19.1,11.4,14.3,4.8,2.9,NA,NA,NA,0,0,0,0,-2.6,-2.8,1.5,1.700000000000001,1.5999999999999996,1.8000000000000007,1.5999999999999996,1.799999999999999,1.299999999999999,1.299999999999999,14,0.10687022900763359,0,10.9,1.7522935779816515,1.3119266055045873,0.2513089005235602,0.5706806282722513,0.5706806282722513,-0.19999999999999973
1074156,BB&T Corporation,2016,12/31/2016,DFAST 2017,2,Supervisory Adverse,10.2,9.5,9.4,12,11,11,14.1,12.8,12.8,10,9.1,9.1,NA,NA,NA,176.1,197.4,4.4,2.9,10,4.2,4.7,5.2,2.2,NA,NA,NA,0,0,0,0,0,0,0.6999999999999993,0.7999999999999989,1,1,1.299999999999999,1.299999999999999,0.9000000000000004,0.9000000000000004,21.30000000000001,0.12095400340715509,0,4.4,2.2727272727272725,1.0681818181818181,0.52,0.44000000000000006,0.44000000000000006,0
1074156,BB&T Corporation,2016,12/31/2016,DFAST 2017,3,Supervisory Severely Adverse,10.2,7.9,7.9,12,9.5,9.5,14.1,11.7,11.7,10,7.9,7.9,NA,NA,NA,176.1,192.7,7.1,4.7,7.9,3.4,8,-0.2,-0.1,NA,NA,NA,0,0,0,0,0,0,2.299999999999999,2.299999999999999,2.5,2.5,2.4000000000000004,2.4000000000000004,2.0999999999999996,2.0999999999999996,16.599999999999994,0.09426462237365131,0,7.1,1.1126760563380282,1.1267605633802817,-0.02531645569620253,0.8987341772151898,0.8987341772151898,0
1078529,"BBVA Compass Bancshares, Inc.",2016,12/31/2016,DFAST 2017,2,Supervisory Adverse,11.5,10.1,10.1,11.9,10.4,10.4,14.3,12.7,12.7,9.5,8.1,8.1,NA,NA,NA,66.7,73.6,2.3,3.6,2.3,2.4,2.3,0,0,NA,NA,NA,0,0,0,0,0,0,1.4000000000000004,1.4000000000000004,1.5,1.5,1.6000000000000014,1.6000000000000014,1.4000000000000004,1.4000000000000004,6.8999999999999915,0.10344827586206884,0,2.3,1,1,0,1,1,0
1078529,"BBVA Compass Bancshares, Inc.",2016,12/31/2016,DFAST 2017,3,Supervisory Severely Adverse,11.5,7.7,7.7,11.9,8,8,14.3,10.5,10.5,9.5,6.3,6.3,NA,NA,NA,66.7,71.7,3.7,5.9,1.6,1.8,4,-2.4,-2.6,NA,NA,NA,0,0,0,0,0,0,3.8,3.8,3.9000000000000004,3.9000000000000004,3.8000000000000007,3.8000000000000007,3.2,3.2,5,0.07496251874062969,0,3.7,0.43243243243243246,1.081081081081081,-1.4999999999999998,2.3125,2.3125,0
1245415,BMO Financial Corp.,2016,12/31/2016,DFAST 2017,2,Supervisory Adverse,12.5,10.4,10.4,12.8,11,11,15.7,13.6,13.6,9.5,8,8,NA,NA,NA,93.3,103.4,2.6,3.7,2.7,1.9,2.7,-0.1,0,NA,NA,NA,0,0,0,0,0,0,2.0999999999999996,2.0999999999999996,1.8000000000000007,1.8000000000000007,2.0999999999999996,2.0999999999999996,1.5,1.5,10.100000000000009,0.1082529474812434,0,2.6,1.0384615384615385,1.0384615384615385,-0.037037037037037035,0.9629629629629629,0.9629629629629629,0
1245415,BMO Financial Corp.,2016,12/31/2016,DFAST 2017,3,Supervisory Severely Adverse,12.5,8,8,12.8,8.7,8.7,15.7,11.7,11.7,9.5,6.4,6.4,NA,NA,NA,93.3,99.7,4,5.7,1.7,1.3,4.4,-2.6,-2,NA,NA,NA,0,0,0,0,0,0,4.5,4.5,4.100000000000001,4.100000000000001,4,4,3.0999999999999996,3.0999999999999996,6.400000000000006,0.06859592711682751,0,4,0.425,1.1,-1.5294117647058825,2.3529411764705883,2.3529411764705883,0
5005998,BancWest Corporation,2016,12/31/2016,DFAST 2017,2,Supervisory Adverse,13.1,11.8,11.8,13.4,12.3,12.3,15.3,14.3,14.3,11.1,10.1,10.1,NA,NA,NA,80.1,90.1,2.9,3.8,3.1,2.8,3.2,-0.1,-0.1,NA,NA,NA,0,0,0,0,0,0,1.299999999999999,1.299999999999999,1.0999999999999996,1.0999999999999996,1,1,1,1,10,0.12484394506866418,0,2.9,1.0689655172413794,1.103448275862069,-0.03225806451612903,0.9354838709677419,0.9354838709677419,0
5005998,BancWest Corporation,2016,12/31/2016,DFAST 2017,3,Supervisory Severely Adverse,13.1,9.1,9.1,13.4,9.5,9.5,15.3,11.6,11.6,11.1,7.9,7.9,NA,NA,NA,80.1,87.2,4.7,6.4,2.4,2.2,5.5,-3.1,-2.8,NA,NA,NA,0,0,0,0,0,0,4,4,3.9000000000000004,3.9000000000000004,3.700000000000001,3.700000000000001,3.1999999999999993,3.1999999999999993,7.1000000000000085,0.08863920099875168,0,4.7,0.5106382978723404,1.1702127659574468,-1.2916666666666667,1.9583333333333335,1.9583333333333335,0
1073757,Bank of America Corporation,2016,12/31/2016,DFAST 2017,2,Supervisory Adverse,12.1,11.1,10.6,13.6,12.7,12.2,16.3,14.8,14.7,8.9,8.2,8,NA,6.5,6.3,1399.5,1560.7,29.1,3,61.5,2.6,28.1,21.6,0.9,NA,NA,NA,0.8,0.6,9.7,2.3,-4.5,-8.3,1,1.5,0.9000000000000004,1.4000000000000004,1.5,1.6000000000000014,0.7000000000000011,0.9000000000000004,161.20000000000005,0.11518399428367278,12.599999999999998,41.7,1.474820143884892,0.9656357388316151,0.351219512195122,0.4731707317073171,0.6780487804878049,-3.8000000000000007
1073757,Bank of America Corporation,2016,12/31/2016,DFAST 2017,3,Supervisory Severely Adverse,12.1,8.9,8.9,13.6,10.5,10.5,16.3,13.2,13.2,8.9,6.8,6.8,NA,5.4,5.4,1399.5,1505.5,45,4.6,40.2,1.7,48.2,-26.4,-1.1,NA,NA,NA,0.8,0.9,15.7,2.7,-4.5,-1.9,3.1999999999999993,3.1999999999999993,3.0999999999999996,3.0999999999999996,3.1000000000000014,3.1000000000000014,2.1000000000000005,2.1000000000000005,106,0.07574133619149696,19.299999999999997,64.3,0.625194401244168,1.0711111111111111,-0.6567164179104477,1.1194029850746268,1.5995024875621888,2.6
1036967,CIT Group Inc.,2016,12/31/2016,DFAST 2017,2,Supervisory Adverse,14,16.9,13.3,14,16.9,13.3,14.8,18.1,14.2,13.9,13.9,13.2,NA,NA,NA,64.6,50.7,1.6,5.2,1.9,3.2,1.8,-0.4,-0.6,NA,NA,NA,0,0,0,0.4,-0.1,-0.1,-2.8999999999999986,0.6999999999999993,-2.8999999999999986,0.6999999999999993,-3.3000000000000007,0.6000000000000014,0,0.7000000000000011,-13.899999999999991,-0.21517027863777077,0.4,2,0.95,1.125,-0.2105263157894737,0.8421052631578948,1.0526315789473684,0
1036967,CIT Group Inc.,2016,12/31/2016,DFAST 2017,3,Supervisory Severely Adverse,14,14.5,12.9,14,14.5,12.9,14.8,15.8,14,13.9,11.9,11.9,NA,NA,NA,64.6,48.7,2.6,8.6,1.6,2.7,3,-1.9,-3.3,NA,NA,NA,0,0,0,0.4,-0.1,-0.1,-0.5,1.0999999999999996,-0.5,1.0999999999999996,-1,0.8000000000000007,2,2,-15.899999999999991,-0.24613003095975222,0.4,3,0.5333333333333333,1.1538461538461537,-1.1874999999999998,1.625,1.875,0
2277860,Capital One Financial Corporation,2016,12/31/2016,DFAST 2017,2,Supervisory Adverse,10.1,9.2,8.6,11.6,10.5,10,14.3,13.6,12.4,9.9,8.9,8.7,NA,7.7,7.5,285.8,323.8,24.3,9.2,32.6,8.5,26.3,6.1,1.6,NA,NA,NA,0,0,0,0.1,-0.6,-1.7,0.9000000000000004,1.5,1.0999999999999996,1.5999999999999996,0.7000000000000011,1.9000000000000004,1,1.200000000000001,38,0.13296011196641008,0.1,24.400000000000002,1.3360655737704918,1.0823045267489713,0.1871165644171779,0.745398773006135,0.7484662576687117,-1.1
2277860,Capital One Financial Corporation,2016,12/31/2016,DFAST 2017,3,Supervisory Severely Adverse,10.1,7,7,11.6,8.4,8.4,14.3,11.6,10.9,9.9,7.3,7.3,NA,6.3,6.3,285.8,319.7,31.7,12.2,29.6,7.8,35.4,-5.9,-1.6,NA,NA,NA,0,0,0,0.1,-0.6,-1.2,3.0999999999999996,3.0999999999999996,3.1999999999999993,3.1999999999999993,2.700000000000001,3.4000000000000004,2.6000000000000005,2.6000000000000005,33.89999999999998,0.11861441567529733,0.1,31.8,0.9308176100628931,1.1167192429022081,-0.19932432432432431,1.0709459459459458,1.0743243243243243,-0.6
1951350,Citigroup Inc.,2016,12/31/2016,DFAST 2017,2,Supervisory Adverse,14.9,12.6,11.4,15.8,14.1,13,19.1,16.9,16.1,10.1,9,8.3,NA,6.7,6.3,1126.3,1263.8,32.7,4.9,63.3,3.3,32.5,22.8,1.2,NA,NA,NA,0.1,0.6,5.6,1.9,-29.4,-34.6,2.3000000000000007,3.5,1.700000000000001,2.8000000000000007,2.200000000000003,3,1.0999999999999996,1.799999999999999,137.5,0.12208115067033651,8.1,40.800000000000004,1.551470588235294,0.9938837920489296,0.36018957345971564,0.5165876777251186,0.6445497630331755,-5.200000000000003
1951350,Citigroup Inc.,2016,12/31/2016,DFAST 2017,3,Supervisory Severely Adverse,14.9,10.8,9.7,15.8,12.3,11.3,19.1,15.4,14.5,10.1,7.8,7.3,NA,5.9,5.5,1126.3,1220.3,44.5,6.8,49,2.6,47.6,-9.9,-0.5,NA,NA,NA,0.1,1.1,8.3,2.1,-29.4,-31.1,4.1,5.200000000000001,3.5,4.5,3.700000000000001,4.600000000000001,2.3,2.8,94,0.08345911391281187,11.5,56.00000000000001,0.8749999999999999,1.0696629213483146,-0.20204081632653062,0.9081632653061225,1.142857142857143,-1.7000000000000028
1132449,"Citizens Financial Group, Inc.",2016,12/31/2016,DFAST 2017,2,Supervisory Adverse,11.2,9.7,9.7,11.4,9.9,9.9,14,12.3,12.3,9.9,8.4,8.4,NA,NA,NA,123.9,137.4,3.6,3.1,4.3,2.7,3.9,0.3,0.2,NA,NA,NA,0,0.1,0,0,0,0,1.5,1.5,1.5,1.5,1.6999999999999993,1.6999999999999993,1.5,1.5,13.5,0.1089588377723971,0.1,3.7,1.162162162162162,1.0833333333333333,0.06976744186046512,0.8372093023255814,0.8604651162790699,0
1132449,"Citizens Financial Group, Inc.",2016,12/31/2016,DFAST 2017,3,Supervisory Severely Adverse,11.2,7.7,7.7,11.4,7.8,7.8,14,10.4,10.4,9.9,6.8,6.8,NA,NA,NA,123.9,133.5,5.4,4.8,3.2,2,6.2,-3.1,-2,NA,NA,NA,0,0.1,0,0,0,0,3.499999999999999,3.499999999999999,3.6000000000000005,3.6000000000000005,3.5999999999999996,3.5999999999999996,3.1000000000000005,3.1000000000000005,9.599999999999994,0.07748184019370455,0.1,5.5,0.5818181818181819,1.1481481481481481,-0.96875,1.6875,1.71875,0
1199844,Comerica Incorporated,2016,12/31/2016,DFAST 2017,2,Supervisory Adverse,11.1,10.7,10.7,11.1,10.7,10.7,13.3,12.1,12.1,10.2,9.5,9.5,NA,NA,NA,68,74.9,1.3,2.5,2.2,2.8,0.9,1.3,1.6,NA,NA,NA,0,0,0,0,0,0,0.40000000000000036,0.40000000000000036,0.40000000000000036,0.40000000000000036,1.200000000000001,1.200000000000001,0.6999999999999993,0.6999999999999993,6.900000000000006,0.1014705882352942,0,1.3,1.6923076923076923,0.6923076923076923,0.5909090909090908,0.5909090909090908,0.5909090909090908,0
1199844,Comerica Incorporated,2016,12/31/2016,DFAST 2017,3,Supervisory Severely Adverse,11.1,9.4,9.4,11.1,9.4,9.4,13.3,11,11,10.2,8.5,8.5,NA,NA,NA,68,72.9,2.2,4.2,1.6,2.1,2,-0.4,-0.5,NA,NA,NA,0,0,0,0,0,0,1.6999999999999993,1.6999999999999993,1.6999999999999993,1.6999999999999993,2.3000000000000007,2.3000000000000007,1.6999999999999993,1.6999999999999993,4.900000000000006,0.07205882352941184,0,2.2,0.7272727272727273,0.9090909090909091,-0.25,1.375,1.375,0
1032473,Deutsche Bank Trust Corporation,2016,12/31/2016,DFAST 2017,2,Supervisory Adverse,64.4,60.7,60.7,64.4,60.7,60.7,64.7,61.3,61.3,14.6,13.4,13.4,NA,NA,NA,12.1,13.3,0.3,2.2,0.9,1.5,0.3,0.5,0.9,NA,NA,NA,0,0,0,0,0,0,3.700000000000003,3.700000000000003,3.700000000000003,3.700000000000003,3.4000000000000057,3.4000000000000057,1.1999999999999993,1.1999999999999993,1.200000000000001,0.09917355371900835,0,0.3,3,1,0.5555555555555556,0.3333333333333333,0.3333333333333333,0
1032473,Deutsche Bank Trust Corporation,2016,12/31/2016,DFAST 2017,3,Supervisory Severely Adverse,64.4,60.2,60.2,64.4,60.2,60.2,64.7,61.2,61.2,14.6,13.5,13.5,NA,NA,NA,12.1,13,0.5,3.7,0.7,1.3,0.6,0.2,0.3,NA,NA,NA,0,0,0,0,0,0,4.200000000000003,4.200000000000003,4.200000000000003,4.200000000000003,3.5,3.5,1.0999999999999996,1.0999999999999996,0.9000000000000004,0.07438016528925623,0,0.5,1.4,1.2,0.28571428571428575,0.7142857142857143,0.7142857142857143,0
3846375,Discover Financial Services,2016,12/31/2016,DFAST 2017,2,Supervisory Adverse,13.2,13,12,13.9,13.6,12.7,15.5,15,14.2,12.3,11.8,11.4,NA,NA,NA,80.1,89,8.3,10.2,13.9,14,10,3.9,3.9,NA,NA,NA,0,0,0,0,0,0,0.1999999999999993,1.1999999999999993,0.3000000000000007,1.200000000000001,0.5,1.3000000000000007,0.5,0.9000000000000004,8.900000000000006,0.11111111111111119,0,8.3,1.6746987951807228,1.2048192771084336,0.2805755395683453,0.5971223021582734,0.5971223021582734,0
3846375,Discover Financial Services,2016,12/31/2016,DFAST 2017,3,Supervisory Severely Adverse,13.2,10.8,10.4,13.9,11.4,11,15.5,12.8,12.4,12.3,10.1,10,NA,NA,NA,80.1,87,10.5,13,13.1,13.5,12.6,0.6,0.6,NA,NA,NA,0,0,0,0,0,0,2.3999999999999986,2.799999999999999,2.5,2.9000000000000004,2.6999999999999993,3.0999999999999996,2.200000000000001,2.3000000000000007,6.900000000000006,0.08614232209737835,0,10.5,1.2476190476190476,1.2,0.04580152671755725,0.8015267175572519,0.8015267175572519,0
1070345,Fifth Third Bancorp,2016,12/31/2016,DFAST 2017,2,Supervisory Adverse,10.4,9.9,9.8,11.5,10.8,10.8,15,13.4,13.4,9.9,9.2,9.2,NA,NA,NA,119.6,133.5,3.4,3.5,5.8,3.8,3.2,2.5,1.7,NA,NA,NA,0,0,0,0.1,0,0,0.5,0.5999999999999996,0.6999999999999993,0.6999999999999993,1.5999999999999996,1.5999999999999996,0.7000000000000011,0.7000000000000011,13.900000000000006,0.11622073578595322,0.1,3.5,1.657142857142857,0.9411764705882354,0.4310344827586207,0.5862068965517241,0.603448275862069,0
